n,c,s,trial
4000,41463,19571,6
5000,53448,25368,6
6000,65695,31159,6
7000,78266,37056,6
8000,91025,43393,6
9000,103703,49433,6
10000,116964,55576,6
11000,130090,62329,6
12000,143486,69029,6
13000,156695,75288,6
14000,170360,80894,6
15000,184300,87377,6
16000,197811,94691,6
17000,211747,101206,6
18000,225690,107938,6
19000,239692,114834,6
20000,253963,120909,6
21000,268000,128161,6
22000,282247,134659,6
23000,296279,141987,6
24000,310817,148850,6
25000,325194,157029,6
26000,339761,161753,6
27000,354395,169466,6
28000,368825,176208,6
29000,383238,184070,6
30000,398248,190405,6
31000,412965,198138,6
32000,427772,204914,6
33000,442425,210982,6
34000,457846,219019,6
35000,472336,225841,6
36000,487349,233553,6
37000,502216,241689,6
38000,517565,247878,6
39000,532210,255569,6
40000,547289,263567,6
41000,562735,269990,6
42000,578084,276604,6
43000,592927,285670,6
44000,608283,291667,6
45000,623469,298774,6
46000,638857,307634,6
47000,654478,314837,6
48000,669819,321728,6
49000,684933,331088,6
50000,700214,337782,6
1000,8376,3940,7
2000,18740,8758,7
3000,29851,14040,7
4000,41459,19793,7
5000,53452,25363,7
6000,65730,31174,7
7000,78210,37090,7
8000,90925,43108,7
9000,103861,49207,7
10000,116839,56168,7
11000,130066,61689,7
12000,143432,68285,7
13000,156761,74803,7
14000,170500,80970,7
15000,184154,88694,7
16000,197776,94970,7
17000,211595,101469,7
18000,225824,107744,7
19000,239837,114505,7
20000,253680,121242,7
21000,267946,127787,7
22000,282121,135836,7
23000,296560,142620,7
24000,310767,149533,7
25000,325250,156288,7
26000,339763,162733,7
27000,354229,168872,7
28000,368665,176733,7
29000,383388,183429,7
30000,398187,190547,7
31000,412801,198013,7
32000,427817,204892,7
33000,442445,211496,7
34000,457376,218760,7
35000,472194,226919,7
36000,487262,234265,7
37000,502352,240598,7
38000,517288,248113,7
39000,532347,255392,7
40000,547105,262946,7
41000,562562,270338,7
42000,577832,277234,7
43000,593027,283863,7
44000,608437,292270,7
45000,623953,298767,7
