n,c,s,trial
29000,102349,30180,19
30000,105389,30532,19
31000,97361,32081,19
32000,75619,32246,19
33000,93510,33133,19
34000,122689,34625,19
35000,91584,35743,19
36000,101636,36196,19
37000,122395,37870,19
38000,112782,38687,19
39000,128176,42275,19
40000,94630,40136,19
41000,142827,42757,19
42000,89677,42253,19
43000,128580,44854,19
44000,126709,44456,19
45000,146991,45033,19
46000,166055,46669,19
47000,131314,47404,19
48000,145877,48856,19
49000,149810,49495,19
50000,136059,50431,19
1000,3467,1065,20
2000,5901,2089,20
3000,10866,3268,20
4000,14218,4330,20
5000,13900,5085,20
6000,17355,6187,20
7000,18666,7400,20
8000,26035,8275,20
9000,22160,9392,20
10000,32739,10398,20
11000,29080,11205,20
12000,38374,12384,20
13000,42552,12999,20
14000,35609,14425,20
15000,44080,15008,20
16000,37825,16400,20
17000,69394,22856,20
18000,60962,18728,20
19000,44356,19262,20
20000,67049,20232,20
21000,75317,21209,20
22000,79181,22814,20
23000,80066,23164,20
24000,80484,24479,20
25000,59438,25568,20
26000,67458,27103,20
27000,70238,27203,20
28000,85799,28056,20
29000,98909,29879,20
30000,96437,30531,20
31000,73338,32167,20
32000,87482,32495,20
33000,95683,33335,20
34000,111354,34606,20
35000,105310,35303,20
36000,129911,36286,20
37000,101823,37084,20
38000,105386,38698,20
39000,135196,39575,20
40000,126069,40303,20
41000,113809,41274,20
42000,135787,43067,20
43000,134035,45407,20
44000,138554,45399,20
45000,145552,46339,20
46000,111746,46875,20
47000,159322,47410,20
48000,131875,48705,20
49000,152092,49062,20
50000,141539,49752,20
1000,3596,1066,21
2000,6529,2088,21
3000,10689,3372,21
4000,11945,4050,21
5000,16051,5286,21
6000,15931,6269,21
7000,18566,7232,21
8000,22352,8334,21
9000,32257,9199,21
10000,27937,10113,21
11000,32386,11234,21
12000,31084,12054,21
13000,43917,13054,21
14000,39933,14130,21
15000,42332,15199,21
16000,53032,16624,21
17000,49774,17089,21
18000,52571,18742,21
19000,63211,20444,21
20000,72223,21557,21
21000,75635,22487,21
22000,61435,22049,21
23000,55381,23669,21
24000,77212,24152,21
25000,87886,26016,21
26000,73010,26215,21
27000,92698,27577,21
28000,101772,28458,21
29000,109494,29710,21
30000,81909,30950,21
31000,100456,31403,21
32000,88075,32353,21
33000,76119,33317,21
34000,93995,36869,21
35000,79692,35059,21
36000,103818,36549,21
37000,103403,37232,21
38000,106463,38137,21
39000,145348,39786,21
40000,139553,40593,21
41000,104089,41751,21
42000,125524,42201,21
43000,123560,44066,21
44000,128676,44172,21
45000,105790,45959,21
46000,106404,46123,21
47000,131475,47487,21
48000,112136,48797,21
49000,124172,49522,21
50000,128961,51884,21
1000,2338,1038,22
2000,6518,2002,22
3000,10357,3175,22
4000,10262,4021,22
5000,15307,5009,22
6000,16040,6165,22
7000,24097,7224,22
8000,27549,8397,22
9000,28988,9289,22
10000,27750,10013,22
11000,30403,11240,22
12000,31084,12068,22
13000,46160,13097,22
14000,44570,14411,22
15000,37833,15014,22
16000,44013,16340,22
17000,55227,17104,22
18000,56101,18352,22
19000,44085,19127,22
20000,53553,20366,22
21000,70916,22409,22
22000,65601,22950,22
23000,77156,23066,22
24000,59083,24141,22
25000,82371,25154,22
26000,97600,26701,22
27000,82118,27012,22
28000,67263,27985,22
29000,96024,30222,22
30000,89654,30757,22
31000,87403,31185,22
32000,86990,32715,22
33000,104600,33055,22
34000,84089,34681,22
35000,112170,35271,22
36000,92243,36390,22
37000,38220,18501,22
38000,103628,38489,22
39000,128826,38806,22
40000,108763,41172,22
41000,118592,41679,22
42000,57282,21001,22
43000,148298,43257,22
44000,144439,44697,22
45000,136259,45143,22
46000,125825,46248,22
47000,55120,23501,22
48000,142065,48636,22
49000,135180,49965,22
50000,172690,50052,22
1000,2470,1009,23
2000,5618,2107,23
3000,7791,3052,23
4000,12756,4248,23
5000,12983,5225,23
6000,18296,6524,23
7000,19804,7466,23
8000,25715,8785,23
9000,23775,9247,23
10000,25965,10246,23
11000,27772,10718,23
12000,29973,12241,23
13000,31721,13459,23
14000,39369,13994,23
15000,38011,15191,23
16000,52443,16260,23
17000,50481,17901,23
18000,64973,18868,23
19000,41560,19139,23
20000,64533,20979,23
21000,66640,21372,23
22000,66265,23310,23
23000,74480,24107,23
24000,73581,24383,23
25000,59871,25037,23
26000,69236,26586,23
27000,75789,27408,23
28000,75733,28464,23
29000,88522,29113,23
30000,85138,31236,23
31000,95880,31211,23
32000,82180,32776,23
33000,115997,33179,23
34000,123492,34128,23
35000,115600,36421,23
36000,97595,36399,23
37000,101645,37078,23
38000,103630,38094,23
39000,124958,39037,23
40000,128989,40720,23
41000,139759,41265,23
42000,116302,42053,23
43000,141267,43450,23
44000,130727,44301,23
45000,149233,45497,23
46000,133077,46340,23
47000,143121,48151,23
48000,134319,48935,23
49000,123233,49363,23
50000,142240,50994,23
1000,2654,1014,24
2000,5899,2146,24
3000,9290,3380,24
4000,4091,2001,24
5000,16855,5075,24
6000,17456,6147,24
7000,22662,7136,24
8000,25383,8120,24
9000,30400,9702,24
10000,35250,10029,24
11000,32057,11566,24
12000,36904,12444,24
13000,40527,13559,24
14000,42750,14218,24
15000,50096,15549,24
16000,48650,16634,24
17000,55329,18360,24
18000,60620,20317,24
19000,52171,20580,24
20000,62908,20129,24
21000,74579,22520,24
22000,80775,22512,24
23000,76101,23890,24
24000,68528,24112,24
25000,79315,25066,24
26000,63036,26124,24
27000,91265,27680,24
28000,90353,28675,24
29000,75404,29736,24
30000,87922,31089,24
31000,98012,31415,24
32000,105699,32096,24
33000,113930,33098,24
34000,79677,34316,24
35000,94669,35555,24
36000,93074,36333,24
37000,123681,37131,24
38000,132385,38814,24
39000,119593,39190,24
40000,99880,40759,24
41000,112246,41411,24
42000,135122,42256,24
43000,149551,43472,24
44000,131735,44596,24
45000,130052,45151,24
46000,130993,47042,24
47000,155099,47407,24
48000,113561,48452,24
49000,158784,49927,24
50000,151734,50649,24
1000,2571,1017,25
2000,5193,2060,25
3000,10136,3124,25
4000,12486,4277,25
5000,15764,5271,25
6000,17844,6159,25
7000,21004,7300,25
8000,27378,8202,25
9000,22376,9108,25
10000,34523,10147,25
11000,33144,11229,25
12000,37405,12130,25
13000,31610,13449,25
14000,38039,14167,25
15000,46148,15047,25
16000,41528,16258,25
17000,46647,17103,25
18000,47431,18258,25
19000,49522,19160,25
20000,55761,20503,25
21000,54484,21533,25
22000,80666,22572,25
23000,77385,23233,25
24000,68402,24763,25
25000,77640,25781,25
26000,90671,26919,25
27000,71668,27319,25
28000,79738,28581,25
29000,76061,29233,25
30000,71450,30551,25
31000,94699,31219,25
32000,88434,32290,25
33000,101399,33222,25
34000,83591,34652,25
35000,126267,35928,25
36000,95142,36620,25
37000,97383,37202,25
38000,99722,38364,25
39000,125399,39191,25
40000,115945,40583,25
41000,122777,40582,25
42000,132432,42988,25
43000,104456,43826,25
44000,150296,44398,25
45000,127905,46360,25
46000,129551,46354,25
47000,124509,47148,25
48000,134133,48495,25
49000,150936,49709,25
50000,138641,50982,25
1000,3047,1021,26
