n,c,trial
88500,569,4
88600,245,4
88700,497,4
88800,731,4
88900,643,4
89000,672,4
89100,575,4
89200,299,4
89300,250,4
89400,445,4
89500,460,4
89600,138,4
89700,350,4
89800,410,4
89900,459,4
90000,437,4
90100,281,4
90200,436,4
90300,514,4
90400,507,4
90500,529,4
90600,450,4
90700,643,4
90800,404,4
90900,686,4
91000,319,4
91100,697,4
91200,469,4
91300,525,4
91400,400,4
91500,657,4
91600,374,4
91700,839,4
91800,486,4
91900,576,4
92000,341,4
92100,471,4
92200,964,4
92300,387,4
92400,509,4
92500,662,4
92600,591,4
92700,309,4
92800,515,4
92900,378,4
93000,742,4
93100,1016,4
93200,387,4
93300,400,4
93400,637,4
93500,523,4
93600,414,4
93700,738,4
93800,666,4
93900,707,4
94000,540,4
94100,700,4
94200,434,4
94300,414,4
94400,605,4
94500,475,4
94600,898,4
94700,443,4
94800,764,4
94900,453,4
95000,426,4
95100,380,4
95200,908,4
95300,318,4
95400,296,4
95500,582,4
95600,732,4
95700,399,4
95800,364,4
95900,805,4
96000,496,4
96100,302,4
96200,277,4
96300,443,4
96400,585,4
96500,653,4
96600,381,4
96700,572,4
96800,660,4
96900,592,4
97000,624,4
97100,600,4
97200,682,4
97300,448,4
97400,397,4
97500,345,4
97600,343,4
97700,643,4
97800,231,4
97900,378,4
98000,296,4
98100,406,4
98200,416,4
98300,335,4
98400,984,4
98500,870,4
98600,375,4
98700,423,4
98800,1070,4
98900,295,4
99000,1588,4
99100,484,4
99200,413,4
99300,386,4
99400,241,4
99500,738,4
99600,761,4
99700,657,4
99800,374,4
99900,768,4
100000,443,4
100,344,5
200,405,5
300,615,5
400,493,5
500,533,5
600,476,5
700,510,5
800,270,5
900,389,5
1000,655,5
1100,635,5
1200,719,5
1300,492,5
1400,898,5
1500,698,5
1600,625,5
1700,477,5
1800,457,5
1900,505,5
2000,504,5
2100,571,5
2200,783,5
2300,513,5
2400,423,5
2500,545,5
2600,355,5
2700,370,5
2800,380,5
2900,331,5
3000,433,5
3100,401,5
3200,397,5
3300,419,5
3400,261,5
3500,549,5
3600,344,5
3700,379,5
3800,322,5
3900,623,5
4000,488,5
4100,488,5
4200,538,5
4300,497,5
4400,314,5
4500,465,5
4600,489,5
4700,409,5
4800,606,5
4900,744,5
5000,504,5
5100,602,5
5200,494,5
5300,529,5
5400,783,5
5500,964,5
5600,648,5
5700,625,5
5800,563,5
5900,442,5
6000,437,5
6100,505,5
6200,608,5
6300,700,5
6400,364,5
6500,364,5
6600,903,5
6700,367,5
6800,414,5
6900,367,5
7000,491,5
7100,568,5
7200,578,5
7300,725,5
7400,616,5
7500,680,5
7600,434,5
7700,1097,5
7800,600,5
7900,735,5
8000,758,5
8100,668,5
8200,534,5
8300,891,5
8400,730,5
8500,1164,5
8600,673,5
8700,800,5
8800,554,5
8900,1094,5
9000,503,5
9100,607,5
9200,465,5
9300,1468,5
9400,387,5
9500,831,5
9600,893,5
9700,483,5
9800,1451,5
9900,932,5
10000,558,5
10100,982,5
10200,573,5
10300,684,5
10400,949,5
10500,775,5
10600,819,5
10700,804,5
10800,756,5
10900,648,5
11000,567,5
11100,218,5
11200,586,5
11300,557,5
11400,398,5
11500,1057,5
11600,608,5
11700,556,5
11800,623,5
11900,1015,5
12000,692,5
12100,596,5
12200,589,5
12300,919,5
12400,1033,5
12500,777,5
12600,703,5
12700,427,5
12800,1156,5
12900,809,5
13000,1260,5
13100,385,5
13200,438,5
13300,937,5
13400,779,5
13500,624,5
13600,922,5
13700,593,5
13800,465,5
13900,517,5
14000,1136,5
14100,566,5
14200,640,5
14300,1684,5
14400,579,5
14500,959,5
14600,481,5
14700,862,5
14800,1055,5
14900,740,5
15000,623,5
15100,622,5
15200,982,5
15300,784,5
15400,425,5
15500,736,5
15600,405,5
15700,579,5
15800,639,5
15900,465,5
16000,504,5
16100,545,5
16200,465,5
16300,739,5
16400,403,5
16500,888,5
16600,420,5
16700,830,5
16800,728,5
16900,523,5
17000,494,5
17100,460,5
17200,640,5
17300,616,5
17400,559,5
17500,547,5
17600,655,5
17700,632,5
17800,348,5
17900,558,5
18000,550,5
18100,336,5
18200,424,5
18300,508,5
18400,411,5
18500,543,5
18600,918,5
18700,560,5
18800,870,5
18900,710,5
19000,447,5
19100,903,5
19200,635,5
19300,357,5
19400,719,5
19500,732,5
19600,721,5
19700,655,5
19800,1227,5
19900,926,5
20000,630,5
20100,146,5
20200,541,5
20300,813,5
20400,656,5
20500,642,5
20600,687,5
20700,519,5
20800,804,5
20900,485,5
21000,587,5
21100,316,5
21200,762,5
21300,423,5
21400,796,5
21500,407,5
21600,656,5
21700,542,5
21800,508,5
21900,650,5
22000,659,5
22100,5951,5
22200,845,5
22300,740,5
22400,556,5
22500,610,5
22600,534,5
22700,326,5
22800,366,5
22900,586,5
23000,650,5
23100,446,5
23200,481,5
23300,527,5
23400,579,5
23500,632,5
23600,610,5
23700,510,5
23800,969,5
23900,494,5
24000,540,5
24100,684,5
24200,569,5
24300,521,5
24400,926,5
24500,371,5
24600,660,5
24700,504,5
24800,598,5
24900,392,5
25000,323,5
25100,411,5
25200,507,5
25300,556,5
25400,630,5
25500,172,5
25600,608,5
25700,705,5
25800,579,5
25900,424,5
26000,350,5
26100,559,5
26200,571,5
26300,466,5
26400,574,5
26500,603,5
26600,549,5
26700,656,5
26800,186,5
26900,732,5
27000,613,5
27100,651,5
27200,561,5
27300,453,5
27400,409,5
27500,540,5
27600,540,5
27700,464,5
27800,515,5
27900,644,5
28000,314,5
28100,467,5
28200,664,5
28300,388,5
28400,556,5
28500,542,5
28600,566,5
28700,621,5
28800,643,5
28900,648,5
29000,299,5
29100,520,5
29200,633,5
29300,679,5
29400,635,5
29500,229,5
29600,645,5
29700,876,5
29800,500,5
29900,271,5
30000,448,5
30100,388,5
30200,406,5
30300,377,5
30400,474,5
30500,427,5
30600,705,5
30700,867,5
30800,958,5
30900,691,5
31000,571,5
31100,542,5
31200,421,5
31300,531,5
31400,494,5
31500,455,5
31600,471,5
31700,668,5
31800,804,5
31900,750,5
32000,318,5
32100,496,5
32200,679,5
32300,359,5
32400,483,5
32500,468,5
32600,1424,5
32700,360,5
32800,510,5
32900,587,5
33000,1179,5
33100,305,5
33200,459,5
33300,491,5
33400,1150,5
33500,545,5
33600,472,5
33700,545,5
33800,641,5
33900,443,5
34000,706,5
34100,428,5
34200,340,5
34300,399,5
34400,1098,5
34500,779,5
34600,807,5
34700,645,5
34800,470,5
34900,451,5
35000,282,5
35100,600,5
35200,400,5
35300,911,5
35400,394,5
35500,487,5
35600,1122,5
35700,437,5
35800,741,5
35900,380,5
36000,511,5
36100,344,5
36200,413,5
36300,526,5
36400,475,5
36500,487,5
36600,440,5
36700,622,5
36800,418,5
36900,573,5
37000,565,5
37100,199,5
37200,431,5
37300,488,5
37400,671,5
37500,670,5
37600,446,5
37700,551,5
37800,493,5
37900,381,5
38000,473,5
38100,363,5
38200,744,5
38300,578,5
38400,330,5
38500,1416,5
38600,628,5
38700,452,5
38800,403,5
38900,779,5
39000,662,5
39100,705,5
39200,3087,5
39300,519,5
39400,291,5
39500,665,5
39600,532,5
39700,248,5
39800,660,5
39900,520,5
40000,679,5
40100,485,5
40200,415,5
40300,485,5
40400,581,5
40500,906,5
40600,487,5
40700,603,5
40800,564,5
40900,641,5
41000,386,5
41100,512,5
41200,514,5
41300,523,5
41400,489,5
41500,455,5
41600,427,5
41700,484,5
41800,667,5
41900,547,5
42000,593,5
42100,434,5
42200,414,5
42300,582,5
42400,527,5
42500,560,5
42600,356,5
42700,466,5
42800,293,5
42900,331,5
43000,618,5
43100,319,5
43200,549,5
43300,589,5
43400,660,5
43500,341,5
43600,422,5
43700,610,5
43800,269,5
43900,440,5
44000,532,5
44100,451,5
44200,508,5
44300,423,5
44400,513,5
44500,812,5
44600,478,5
44700,637,5
44800,717,5
44900,703,5
45000,1112,5
45100,533,5
45200,350,5
45300,669,5
45400,441,5
45500,455,5
45600,620,5
45700,366,5
45800,359,5
45900,418,5
46000,549,5
46100,682,5
46200,428,5
46300,477,5
46400,476,5
46500,305,5
46600,574,5
46700,444,5
46800,581,5
46900,512,5
47000,242,5
47100,386,5
47200,510,5
47300,597,5
47400,464,5
47500,452,5
47600,295,5
47700,274,5
47800,403,5
47900,482,5
48000,697,5
48100,505,5
48200,438,5
48300,606,5
48400,690,5
48500,458,5
48600,509,5
48700,438,5
48800,411,5
48900,590,5
49000,519,5
49100,464,5
49200,383,5
49300,351,5
49400,378,5
49500,333,5
49600,479,5
49700,344,5
49800,486,5
49900,483,5
50000,593,5
50100,506,5
50200,506,5
50300,259,5
50400,550,5
50500,482,5
50600,219,5
50700,583,5
50800,463,5
50900,300,5
51000,575,5
51100,518,5
51200,410,5
51300,240,5
51400,388,5
51500,306,5
51600,495,5
51700,565,5
51800,475,5
51900,280,5
52000,609,5
52100,458,5
52200,519,5
52300,428,5
52400,484,5
52500,600,5
52600,420,5
52700,536,5
52800,516,5
52900,582,5
53000,399,5
53100,498,5
53200,407,5
53300,567,5
53400,704,5
53500,370,5
53600,429,5
53700,713,5
53800,477,5
53900,531,5
54000,442,5
54100,300,5
54200,583,5
54300,559,5
54400,581,5
54500,512,5
54600,326,5
54700,542,5
54800,186,5
54900,646,5
55000,816,5
55100,257,5
55200,485,5
55300,420,5
55400,502,5
55500,426,5
55600,525,5
55700,982,5
55800,674,5
55900,623,5
56000,490,5
56100,459,5
56200,173,5
56300,491,5
56400,328,5
56500,385,5
56600,541,5
56700,355,5
56800,270,5
56900,323,5
57000,377,5
57100,674,5
57200,366,5
57300,811,5
57400,660,5
57500,645,5
57600,1225,5
57700,390,5
57800,455,5
57900,296,5
58000,888,5
58100,486,5
58200,740,5
58300,389,5
58400,1414,5
58500,290,5
58600,386,5
58700,518,5
58800,383,5
58900,625,5
59000,197,5
59100,278,5
59200,234,5
59300,319,5
59400,632,5
59500,192,5
59600,333,5
59700,553,5
59800,664,5
59900,388,5
60000,374,5
60100,359,5
60200,343,5
60300,570,5
60400,13379,5
60500,354,5
60600,1452,5
60700,330,5
60800,1061,5
60900,416,5
61000,829,5
61100,872,5
61200,393,5
61300,383,5
61400,539,5
61500,421,5
61600,401,5
61700,432,5
61800,590,5
61900,944,5
62000,282,5
62100,672,5
62200,608,5
62300,692,5
62400,571,5
62500,965,5
62600,278,5
62700,375,5
62800,987,5
62900,1108,5
63000,497,5
63100,408,5
63200,325,5
63300,1014,5
63400,907,5
63500,426,5
63600,415,5
63700,595,5
63800,347,5
63900,461,5
64000,506,5
64100,489,5
64200,205,5
64300,253,5
64400,209,5
64500,660,5
64600,281,5
64700,652,5
64800,448,5
64900,435,5
65000,355,5
65100,298,5
65200,490,5
65300,309,5
65400,398,5
65500,387,5
65600,292,5
65700,290,5
65800,326,5
65900,898,5
66000,382,5
66100,482,5
66200,295,5
66300,451,5
66400,399,5
66500,299,5
66600,236,5
66700,415,5
66800,745,5
66900,357,5
67000,268,5
67100,350,5
67200,456,5
67300,684,5
67400,535,5
67500,362,5
67600,250,5
67700,318,5
67800,857,5
67900,964,5
68000,468,5
68100,473,5
68200,662,5
68300,364,5
68400,269,5
68500,522,5
68600,428,5
68700,422,5
68800,220,5
68900,227,5
69000,779,5
69100,532,5
69200,4286,5
69300,389,5
69400,700,5
69500,650,5
69600,1018,5
69700,417,5
69800,384,5
69900,433,5
70000,443,5
70100,541,5
70200,471,5
70300,428,5
70400,353,5
70500,343,5
70600,418,5
70700,445,5
70800,566,5
70900,386,5
71000,684,5
71100,645,5
71200,500,5
71300,383,5
71400,429,5
71500,542,5
71600,330,5
71700,470,5
71800,341,5
71900,519,5
72000,5330,5
72100,598,5
72200,565,5
72300,649,5
72400,253,5
72500,481,5
72600,321,5
72700,263,5
72800,513,5
72900,565,5
73000,533,5
73100,294,5
73200,820,5
73300,289,5
73400,628,5
73500,564,5
73600,533,5
73700,575,5
73800,414,5
73900,366,5
74000,528,5
74100,386,5
74200,343,5
74300,291,5
74400,354,5
74500,379,5
74600,563,5
74700,372,5
74800,491,5
74900,409,5
75000,370,5
75100,483,5
75200,408,5
75300,488,5
75400,446,5
75500,310,5
75600,376,5
75700,389,5
75800,375,5
75900,387,5
76000,390,5
76100,371,5
76200,417,5
76300,654,5
76400,634,5
76500,524,5
76600,450,5
76700,314,5
76800,421,5
76900,349,5
77000,351,5
77100,485,5
77200,347,5
77300,285,5
77400,480,5
77500,350,5
77600,358,5
77700,434,5
77800,444,5
77900,517,5
78000,220,5
78100,298,5
78200,395,5
78300,303,5
78400,336,5
78500,3880,5
78600,393,5
78700,375,5
78800,359,5
78900,645,5
79000,355,5
79100,387,5
79200,414,5
79300,409,5
79400,464,5
79500,458,5
79600,325,5
79700,321,5
79800,692,5
79900,319,5
80000,316,5
80100,344,5
80200,391,5
80300,564,5
80400,249,5
80500,355,5
80600,350,5
80700,454,5
80800,357,5
80900,439,5
81000,472,5
81100,489,5
81200,578,5
81300,215,5
81400,293,5
81500,431,5
81600,296,5
81700,279,5
81800,255,5
81900,216,5
82000,414,5
82100,542,5
82200,558,5
82300,462,5
82400,373,5
82500,291,5
82600,564,5
82700,354,5
82800,387,5
82900,315,5
83000,569,5
83100,298,5
83200,389,5
83300,391,5
83400,417,5
83500,570,5
83600,491,5
83700,462,5
83800,638,5
83900,514,5
84000,565,5
84100,476,5
84200,396,5
84300,317,5
84400,337,5
84500,334,5
84600,639,5
84700,387,5
84800,356,5
84900,316,5
85000,369,5
85100,400,5
85200,367,5
85300,515,5
85400,534,5
85500,599,5
85600,663,5
85700,556,5
85800,418,5
85900,435,5
86000,334,5
86100,370,5
86200,372,5
86300,473,5
86400,378,5
86500,253,5
86600,537,5
86700,477,5
86800,490,5
86900,329,5
87000,555,5
87100,516,5
87200,404,5
87300,239,5
87400,528,5
87500,485,5
87600,622,5
87700,551,5
87800,505,5
87900,427,5
88000,397,5
88100,227,5
88200,185,5
88300,329,5
88400,329,5
88500,342,5
88600,488,5
88700,521,5
88800,282,5
88900,416,5
89000,568,5
89100,292,5
89200,647,5
89300,515,5
89400,499,5
89500,294,5
89600,386,5
89700,437,5
89800,633,5
89900,456,5
90000,453,5
90100,640,5
90200,418,5
90300,849,5
90400,548,5
90500,476,5
90600,639,5
90700,556,5
90800,916,5
90900,359,5
91000,413,5
91100,280,5
91200,593,5
91300,533,5
91400,6359,5
91500,564,5
91600,546,5
91700,475,5
91800,508,5
91900,606,5
92000,434,5
92100,750,5
92200,434,5
92300,588,5
92400,560,5
92500,405,5
92600,677,5
92700,569,5
92800,562,5
92900,552,5
93000,575,5
93100,752,5
93200,596,5
93300,632,5
93400,496,5
93500,299,5
93600,533,5
93700,259,5
93800,390,5
93900,401,5
94000,203,5
94100,563,5
94200,322,5
94300,595,5
94400,602,5
94500,528,5
94600,621,5
94700,464,5
94800,503,5
94900,409,5
95000,436,5
95100,479,5
95200,428,5
95300,397,5
95400,690,5
95500,915,5
95600,461,5
95700,309,5
95800,483,5
95900,363,5
96000,276,5
96100,415,5
96200,555,5
96300,532,5
96400,366,5
96500,653,5
96600,390,5
96700,449,5
96800,220,5
96900,365,5
97000,652,5
97100,331,5
97200,340,5
97300,530,5
97400,429,5
97500,398,5
97600,412,5
97700,432,5
97800,346,5
97900,308,5
98000,340,5
98100,383,5
98200,425,5
98300,436,5
98400,298,5
98500,348,5
98600,463,5
98700,453,5
98800,321,5
98900,357,5
99000,422,5
99100,554,5
99200,594,5
99300,491,5
99400,554,5
99500,437,5
99600,398,5
99700,448,5
99800,929,5
99900,403,5
100000,571,5
100,373,6
200,326,6
300,555,6
400,377,6
500,402,6
600,330,6
700,547,6
800,345,6
900,323,6
1000,369,6
1100,438,6
1200,427,6
1300,531,6
1400,340,6
1500,404,6
1600,385,6
1700,489,6
1800,464,6
1900,468,6
2000,425,6
2100,443,6
2200,915,6
2300,379,6
2400,389,6
2500,521,6
2600,685,6
2700,538,6
2800,449,6
2900,420,6
3000,489,6
3100,396,6
3200,421,6
3300,533,6
3400,479,6
3500,473,6
3600,424,6
3700,335,6
3800,542,6
3900,458,6
4000,581,6
4100,511,6
4200,457,6
4300,526,6
4400,535,6
4500,393,6
4600,453,6
4700,521,6
4800,324,6
4900,297,6
5000,488,6
5100,473,6
5200,450,6
5300,431,6
5400,852,6
5500,336,6
5600,561,6
5700,531,6
5800,635,6
5900,374,6
6000,337,6
6100,431,6
6200,514,6
6300,476,6
6400,502,6
6500,654,6
6600,662,6
6700,791,6
6800,406,6
6900,747,6
7000,900,6
7100,657,6
7200,812,6
7300,691,6
7400,628,6
7500,473,6
7600,357,6
7700,602,6
7800,535,6
7900,769,6
8000,496,6
8100,847,6
8200,878,6
8300,803,6
8400,385,6
8500,642,6
8600,674,6
8700,690,6
8800,416,6
8900,1032,6
9000,1148,6
9100,710,6
9200,910,6
9300,621,6
9400,696,6
9500,1007,6
9600,878,6
9700,434,6
9800,640,6
9900,1426,6
10000,490,6
10100,414,6
10200,630,6
10300,1217,6
10400,940,6
10500,519,6
10600,568,6
10700,1091,6
10800,976,6
10900,952,6
11000,1276,6
11100,928,6
11200,1101,6
11300,799,6
11400,1115,6
11500,978,6
11600,480,6
11700,637,6
11800,1179,6
11900,594,6
12000,730,6
12100,830,6
12200,453,6
12300,906,6
12400,836,6
12500,458,6
12600,658,6
12700,402,6
12800,555,6
12900,605,6
13000,359,6
13100,545,6
13200,773,6
13300,571,6
13400,838,6
13500,719,6
13600,231,6
13700,596,6
13800,744,6
13900,625,6
14000,585,6
14100,609,6
14200,706,6
14300,484,6
14400,543,6
14500,540,6
14600,936,6
14700,817,6
14800,1064,6
14900,22675,6
15000,611,6
15100,776,6
15200,717,6
15300,993,6
15400,922,6
15500,1013,6
15600,562,6
15700,462,6
15800,548,6
15900,286,6
16000,686,6
16100,934,6
16200,634,6
16300,686,6
16400,963,6
16500,745,6
16600,384,6
16700,429,6
16800,315,6
16900,478,6
17000,477,6
17100,569,6
17200,455,6
17300,585,6
17400,701,6
17500,442,6
17600,382,6
17700,586,6
17800,777,6
17900,547,6
18000,745,6
18100,614,6
18200,765,6
18300,510,6
18400,423,6
18500,678,6
18600,462,6
18700,618,6
18800,724,6
18900,772,6
19000,306,6
19100,741,6
19200,527,6
19300,626,6
19400,525,6
19500,416,6
19600,597,6
19700,460,6
19800,454,6
19900,622,6
20000,576,6
20100,497,6
20200,726,6
20300,462,6
20400,528,6
20500,360,6
20600,360,6
20700,711,6
20800,577,6
20900,625,6
21000,466,6
21100,573,6
21200,675,6
21300,691,6
21400,897,6
21500,673,6
21600,786,6
21700,330,6
21800,308,6
21900,437,6
22000,615,6
22100,475,6
22200,363,6
22300,623,6
22400,608,6
22500,489,6
22600,675,6
22700,396,6
22800,563,6
22900,664,6
23000,486,6
23100,227,6
23200,202,6
23300,807,6
23400,655,6
23500,607,6
23600,997,6
23700,619,6
23800,525,6
23900,566,6
24000,589,6
24100,855,6
24200,744,6
24300,626,6
24400,467,6
24500,438,6
24600,675,6
24700,447,6
24800,646,6
24900,606,6
25000,889,6
25100,357,6
25200,288,6
25300,987,6
25400,828,6
25500,609,6
25600,472,6
25700,323,6
25800,374,6
25900,665,6
26000,357,6
26100,397,6
26200,244,6
26300,567,6
26400,415,6
26500,559,6
26600,363,6
26700,313,6
26800,514,6
26900,376,6
27000,779,6
27100,666,6
27200,778,6
27300,732,6
27400,591,6
27500,442,6
27600,472,6
27700,577,6
27800,521,6
27900,339,6
28000,464,6
28100,663,6
28200,460,6
28300,544,6
28400,412,6
28500,604,6
28600,387,6
28700,443,6
28800,640,6
28900,300,6
29000,353,6
29100,524,6
29200,450,6
29300,711,6
29400,328,6
29500,547,6
29600,466,6
29700,606,6
29800,452,6
29900,464,6
30000,404,6
30100,378,6
30200,575,6
30300,260,6
30400,573,6
30500,655,6
30600,544,6
30700,765,6
30800,698,6
30900,616,6
31000,458,6
31100,587,6
31200,415,6
31300,278,6
31400,527,6
31500,548,6
31600,549,6
31700,377,6
31800,491,6
31900,443,6
32000,715,6
32100,615,6
32200,257,6
32300,711,6
32400,932,6
32500,333,6
32600,712,6
32700,598,6
32800,1066,6
32900,479,6
33000,1191,6
33100,596,6
33200,178,6
33300,385,6
33400,692,6
33500,708,6
33600,448,6
33700,304,6
33800,1146,6
33900,886,6
34000,886,6
34100,462,6
34200,559,6
34300,684,6
34400,567,6
34500,376,6
34600,433,6
34700,1194,6
34800,553,6
34900,436,6
35000,690,6
35100,502,6
35200,402,6
35300,356,6
35400,361,6
35500,533,6
35600,496,6
35700,801,6
35800,349,6
35900,561,6
36000,707,6
36100,459,6
36200,509,6
36300,410,6
36400,2350,6
36500,687,6
36600,446,6
36700,397,6
36800,388,6
36900,585,6
37000,407,6
37100,467,6
37200,349,6
37300,437,6
37400,378,6
37500,228,6
37600,362,6
37700,334,6
37800,503,6
37900,591,6
38000,447,6
38100,412,6
38200,578,6
38300,487,6
38400,533,6
38500,503,6
38600,529,6
38700,987,6
38800,464,6
38900,417,6
39000,345,6
39100,271,6
39200,340,6
39300,398,6
39400,230,6
39500,575,6
39600,350,6
39700,523,6
39800,410,6
39900,349,6
40000,307,6
40100,438,6
40200,353,6
40300,390,6
40400,514,6
40500,371,6
40600,518,6
40700,400,6
40800,574,6
40900,494,6
41000,496,6
41100,536,6
41200,310,6
41300,375,6
41400,516,6
41500,493,6
41600,778,6
41700,501,6
41800,528,6
41900,458,6
42000,361,6
42100,371,6
42200,505,6
42300,6980,6
42400,542,6
42500,567,6
42600,730,6
42700,542,6
42800,435,6
42900,478,6
43000,524,6
43100,672,6
43200,735,6
43300,353,6
43400,710,6
43500,611,6
43600,647,6
43700,329,6
43800,355,6
43900,411,6
44000,474,6
44100,635,6
44200,479,6
44300,409,6
44400,406,6
44500,338,6
44600,442,6
44700,460,6
44800,5482,6
44900,581,6
45000,544,6
45100,583,6
45200,370,6
45300,391,6
45400,604,6
45500,492,6
45600,475,6
45700,676,6
45800,559,6
45900,499,6
46000,353,6
46100,300,6
46200,407,6
46300,259,6
46400,102,6
46500,287,6
46600,520,6
46700,463,6
46800,377,6
46900,602,6
47000,760,6
47100,535,6
47200,468,6
47300,254,6
47400,330,6
47500,342,6
47600,811,6
47700,454,6
47800,697,6
47900,645,6
48000,569,6
48100,595,6
48200,251,6
48300,348,6
48400,409,6
48500,347,6
48600,644,6
48700,386,6
48800,734,6
48900,410,6
49000,412,6
49100,296,6
49200,391,6
49300,475,6
49400,496,6
49500,374,6
49600,475,6
49700,676,6
49800,465,6
49900,516,6
50000,470,6
50100,547,6
50200,534,6
50300,319,6
50400,486,6
50500,580,6
50600,577,6
50700,370,6
50800,711,6
50900,462,6
51000,464,6
51100,391,6
51200,494,6
51300,563,6
51400,484,6
51500,419,6
51600,543,6
51700,495,6
51800,466,6
51900,612,6
52000,417,6
52100,577,6
52200,388,6
52300,300,6
52400,428,6
52500,493,6
52600,484,6
52700,534,6
52800,354,6
52900,389,6
53000,522,6
53100,511,6
53200,596,6
53300,556,6
53400,475,6
53500,458,6
53600,515,6
53700,486,6
53800,663,6
53900,358,6
54000,652,6
54100,230,6
54200,380,6
54300,437,6
54400,154,6
54500,331,6
54600,514,6
54700,341,6
54800,459,6
54900,333,6
55000,373,6
55100,576,6
55200,621,6
55300,517,6
55400,550,6
55500,703,6
55600,906,6
55700,396,6
55800,393,6
55900,733,6
56000,265,6
56100,357,6
56200,520,6
56300,428,6
56400,421,6
56500,320,6
56600,524,6
56700,234,6
56800,560,6
56900,399,6
57000,343,6
57100,396,6
57200,736,6
57300,425,6
57400,657,6
57500,944,6
57600,347,6
57700,382,6
57800,271,6
57900,1421,6
58000,5279,6
58100,341,6
58200,915,6
58300,1297,6
58400,348,6
58500,342,6
58600,436,6
58700,518,6
58800,1145,6
58900,2414,6
59000,816,6
59100,1116,6
59200,875,6
59300,576,6
59400,377,6
59500,385,6
59600,482,6
59700,364,6
59800,559,6
59900,749,6
60000,535,6
60100,296,6
60200,403,6
60300,370,6
60400,455,6
60500,269,6
60600,478,6
60700,245,6
60800,4125,6
60900,407,6
61000,491,6
61100,529,6
61200,720,6
61300,654,6
61400,860,6
61500,465,6
61600,616,6
61700,800,6
61800,410,6
61900,923,6
62000,355,6
62100,491,6
62200,455,6
62300,812,6
62400,555,6
62500,982,6
62600,1010,6
62700,1283,6
62800,707,6
62900,608,6
63000,350,6
63100,521,6
63200,488,6
63300,5925,6
63400,422,6
63500,881,6
63600,1088,6
63700,492,6
63800,321,6
63900,373,6
64000,416,6
64100,7422,6
64200,541,6
64300,366,6
64400,307,6
64500,420,6
64600,505,6
64700,265,6
64800,770,6
64900,406,6
65000,536,6
65100,847,6
65200,612,6
65300,431,6
65400,2660,6
65500,364,6
65600,728,6
65700,493,6
65800,655,6
65900,425,6
66000,473,6
66100,459,6
66200,359,6
66300,409,6
66400,375,6
66500,573,6
66600,1145,6
66700,405,6
66800,5979,6
66900,763,6
67000,332,6
67100,397,6
67200,862,6
67300,1633,6
67400,1996,6
67500,629,6
67600,5048,6
67700,958,6
67800,925,6
67900,437,6
68000,557,6
68100,268,6
68200,410,6
68300,290,6
68400,620,6
68500,442,6
68600,669,6
68700,421,6
68800,452,6
68900,414,6
69000,815,6
69100,1088,6
69200,716,6
69300,1257,6
69400,1446,6
69500,947,6
69600,397,6
69700,599,6
69800,268,6
69900,366,6
70000,595,6
70100,507,6
70200,834,6
70300,327,6
70400,321,6
70500,398,6
70600,542,6
70700,330,6
70800,497,6
70900,421,6
71000,1330,6
71100,498,6
71200,406,6
71300,467,6
71400,346,6
71500,464,6
71600,531,6
71700,398,6
71800,335,6
71900,381,6
72000,349,6
72100,426,6
72200,515,6
72300,491,6
72400,404,6
72500,442,6
72600,333,6
72700,585,6
72800,483,6
72900,524,6
73000,665,6
73100,384,6
73200,691,6
73300,847,6
73400,473,6
73500,338,6
73600,524,6
73700,468,6
73800,320,6
73900,388,6
74000,582,6
74100,458,6
74200,377,6
74300,349,6
74400,420,6
74500,707,6
74600,1065,6
74700,367,6
74800,227,6
74900,332,6
75000,535,6
75100,718,6
75200,341,6
75300,361,6
75400,300,6
75500,368,6
75600,380,6
75700,295,6
75800,310,6
75900,278,6
76000,348,6
76100,434,6
76200,555,6
76300,313,6
76400,328,6
76500,388,6
76600,583,6
76700,607,6
76800,382,6
76900,535,6
77000,390,6
77100,401,6
77200,654,6
77300,335,6
77400,526,6
77500,555,6
77600,472,6
77700,479,6
77800,505,6
77900,334,6
78000,828,6
78100,414,6
78200,310,6
78300,346,6
78400,733,6
78500,230,6
78600,612,6
78700,277,6
78800,982,6
78900,481,6
79000,346,6
79100,513,6
79200,562,6
79300,460,6
79400,534,6
79500,369,6
79600,403,6
79700,285,6
79800,357,6
79900,348,6
80000,490,6
80100,396,6
80200,244,6
80300,354,6
80400,629,6
80500,295,6
80600,415,6
80700,476,6
80800,294,6
80900,667,6
81000,597,6
81100,491,6
81200,736,6
81300,318,6
81400,450,6
81500,468,6
81600,441,6
81700,483,6
81800,453,6
81900,307,6
82000,406,6
82100,450,6
82200,404,6
82300,481,6
82400,362,6
82500,523,6
82600,328,6
82700,319,6
82800,526,6
82900,660,6
83000,464,6
83100,383,6
83200,338,6
83300,266,6
83400,273,6
83500,479,6
83600,387,6
83700,450,6
83800,508,6
83900,506,6
84000,492,6
84100,275,6
84200,4546,6
84300,315,6
84400,496,6
84500,356,6
84600,703,6
84700,145,6
84800,278,6
84900,272,6
85000,303,6
85100,539,6
85200,643,6
85300,452,6
85400,443,6
85500,677,6
85600,395,6
85700,394,6
85800,416,6
85900,386,6
86000,287,6
86100,314,6
86200,546,6
86300,549,6
86400,574,6
86500,791,6
86600,372,6
86700,769,6
86800,265,6
86900,442,6
87000,464,6
87100,420,6
87200,533,6
87300,323,6
