n,c,trial
46900,350,12
47000,426,12
47100,288,12
47200,607,12
47300,466,12
47400,320,12
47500,530,12
47600,530,12
47700,350,12
47800,642,12
47900,465,12
48000,287,12
48100,745,12
48200,590,12
48300,489,12
48400,373,12
48500,469,12
48600,404,12
48700,478,12
48800,586,12
48900,262,12
49000,671,12
49100,388,12
49200,527,12
49300,377,12
49400,439,12
49500,4573,12
49600,325,12
49700,708,12
49800,515,12
49900,422,12
50000,447,12
50100,226,12
50200,304,12
50300,374,12
50400,416,12
50500,369,12
50600,350,12
50700,367,12
50800,399,12
50900,405,12
51000,249,12
51100,434,12
51200,574,12
51300,477,12
51400,811,12
51500,276,12
51600,611,12
51700,415,12
51800,592,12
51900,599,12
52000,469,12
52100,383,12
52200,596,12
52300,505,12
52400,351,12
52500,665,12
52600,559,12
52700,602,12
52800,419,12
52900,428,12
53000,402,12
53100,364,12
53200,520,12
53300,462,12
53400,466,12
53500,497,12
53600,446,12
53700,196,12
53800,400,12
53900,466,12
54000,583,12
54100,509,12
54200,557,12
54300,496,12
54400,689,12
54500,269,12
54600,530,12
54700,680,12
54800,508,12
54900,470,12
55000,262,12
55100,489,12
55200,967,12
55300,352,12
55400,397,12
55500,440,12
55600,516,12
55700,706,12
55800,647,12
55900,368,12
56000,349,12
56100,404,12
56200,403,12
56300,587,12
56400,553,12
56500,601,12
56600,378,12
56700,550,12
56800,452,12
56900,1058,12
57000,358,12
57100,598,12
57200,437,12
57300,952,12
57400,350,12
57500,372,12
57600,326,12
57700,846,12
57800,650,12
57900,371,12
58000,369,12
58100,484,12
58200,386,12
58300,418,12
58400,382,12
58500,487,12
58600,425,12
58700,1002,12
58800,453,12
58900,410,12
59000,636,12
59100,484,12
59200,508,12
59300,515,12
59400,747,12
59500,368,12
59600,987,12
59700,528,12
59800,353,12
59900,410,12
60000,938,12
60100,570,12
60200,748,12
60300,384,12
60400,366,12
60500,264,12
60600,613,12
60700,889,12
60800,377,12
60900,469,12
61000,244,12
61100,401,12
61200,817,12
61300,548,12
61400,377,12
61500,729,12
61600,210,12
61700,518,12
61800,360,12
61900,575,12
62000,392,12
62100,392,12
62200,317,12
62300,330,12
62400,368,12
62500,333,12
62600,753,12
62700,1193,12
62800,788,12
62900,455,12
63000,629,12
63100,422,12
63200,618,12
63300,359,12
63400,256,12
63500,324,12
63600,222,12
63700,587,12
63800,283,12
63900,701,12
64000,331,12
64100,528,12
64200,261,12
64300,365,12
64400,718,12
64500,325,12
64600,679,12
64700,643,12
64800,555,12
64900,543,12
65000,372,12
65100,613,12
65200,433,12
65300,267,12
65400,1015,12
65500,400,12
65600,402,12
65700,1030,12
65800,373,12
65900,558,12
66000,654,12
66100,760,12
66200,255,12
66300,748,12
66400,451,12
66500,679,12
66600,746,12
66700,537,12
66800,687,12
66900,311,12
67000,415,12
67100,329,12
67200,362,12
67300,296,12
67400,563,12
67500,443,12
67600,256,12
67700,457,12
67800,397,12
67900,285,12
68000,321,12
68100,344,12
68200,482,12
68300,236,12
68400,603,12
68500,513,12
68600,306,12
68700,469,12
68800,1080,12
68900,867,12
69000,1022,12
69100,309,12
69200,610,12
69300,325,12
69400,442,12
69500,482,12
69600,535,12
69700,303,12
69800,338,12
69900,492,12
70000,1158,12
70100,519,12
70200,462,12
70300,411,12
70400,445,12
70500,414,12
70600,442,12
70700,229,12
70800,149,12
70900,533,12
71000,315,12
71100,332,12
71200,464,12
71300,340,12
71400,328,12
71500,320,12
71600,365,12
71700,304,12
71800,293,12
71900,291,12
72000,349,12
72100,449,12
72200,292,12
72300,348,12
72400,354,12
72500,482,12
72600,788,12
72700,426,12
72800,572,12
72900,574,12
73000,528,12
73100,613,12
73200,574,12
73300,363,12
73400,426,12
73500,594,12
73600,556,12
73700,508,12
73800,362,12
73900,455,12
74000,300,12
74100,492,12
74200,498,12
74300,593,12
74400,500,12
74500,330,12
74600,418,12
74700,559,12
74800,354,12
74900,352,12
75000,403,12
75100,386,12
75200,367,12
75300,275,12
75400,383,12
75500,282,12
75600,576,12
75700,307,12
75800,515,12
75900,444,12
76000,400,12
76100,479,12
76200,461,12
76300,707,12
76400,575,12
76500,315,12
76600,539,12
76700,273,12
76800,493,12
76900,400,12
77000,476,12
77100,295,12
77200,472,12
77300,596,12
77400,355,12
77500,388,12
77600,338,12
77700,389,12
77800,210,12
77900,530,12
78000,490,12
78100,500,12
78200,314,12
78300,339,12
78400,651,12
78500,366,12
78600,337,12
78700,377,12
78800,338,12
78900,529,12
79000,1908,12
79100,429,12
79200,486,12
79300,283,12
79400,380,12
79500,397,12
79600,410,12
79700,627,12
79800,464,12
79900,484,12
80000,423,12
80100,336,12
80200,581,12
80300,550,12
80400,459,12
80500,446,12
80600,319,12
80700,313,12
80800,386,12
80900,335,12
81000,648,12
81100,576,12
81200,585,12
81300,331,12
81400,473,12
81500,397,12
81600,565,12
81700,341,12
81800,292,12
81900,327,12
82000,348,12
82100,379,12
82200,559,12
82300,400,12
82400,654,12
82500,533,12
82600,525,12
82700,429,12
82800,252,12
82900,329,12
83000,509,12
83100,319,12
83200,346,12
83300,470,12
83400,501,12
83500,308,12
83600,364,12
83700,583,12
83800,402,12
83900,330,12
84000,460,12
84100,476,12
84200,474,12
84300,351,12
84400,564,12
84500,248,12
84600,374,12
84700,748,12
84800,764,12
84900,286,12
85000,632,12
85100,415,12
85200,376,12
85300,376,12
85400,310,12
85500,318,12
85600,377,12
85700,162,12
85800,277,12
85900,372,12
86000,323,12
86100,418,12
86200,285,12
86300,343,12
86400,207,12
86500,277,12
86600,285,12
86700,370,12
86800,339,12
86900,330,12
87000,447,12
87100,347,12
87200,422,12
87300,351,12
87400,420,12
87500,430,12
87600,331,12
87700,441,12
87800,382,12
87900,307,12
88000,303,12
88100,335,12
88200,395,12
88300,415,12
88400,329,12
88500,457,12
88600,553,12
88700,460,12
88800,490,12
88900,543,12
89000,430,12
89100,765,12
89200,296,12
89300,498,12
89400,460,12
89500,609,12
89600,481,12
89700,493,12
89800,304,12
89900,332,12
90000,381,12
90100,495,12
90200,1222,12
90300,526,12
90400,711,12
90500,385,12
90600,570,12
90700,517,12
90800,493,12
90900,603,12
91000,412,12
91100,526,12
91200,515,12
91300,525,12
91400,332,12
91500,809,12
91600,592,12
91700,567,12
91800,267,12
91900,387,12
92000,709,12
92100,409,12
92200,406,12
92300,355,12
92400,367,12
92500,307,12
92600,232,12
92700,491,12
92800,524,12
92900,480,12
93000,648,12
93100,516,12
93200,191,12
93300,610,12
93400,377,12
93500,528,12
93600,345,12
93700,307,12
93800,501,12
93900,380,12
94000,354,12
94100,472,12
94200,625,12
94300,4199,12
94400,540,12
94500,648,12
94600,2248,12
94700,443,12
94800,451,12
94900,633,12
95000,578,12
95100,910,12
95200,405,12
95300,1050,12
95400,310,12
95500,296,12
95600,883,12
95700,1008,12
95800,587,12
95900,1224,12
96000,476,12
96100,425,12
96200,601,12
96300,600,12
96400,262,12
96500,620,12
96600,411,12
96700,478,12
96800,409,12
96900,673,12
97000,613,12
97100,234,12
97200,542,12
97300,542,12
97400,505,12
97500,714,12
97600,375,12
97700,750,12
97800,408,12
97900,545,12
98000,405,12
98100,237,12
98200,302,12
98300,469,12
98400,385,12
98500,483,12
98600,347,12
98700,405,12
98800,212,12
98900,481,12
99000,522,12
99100,398,12
99200,775,12
99300,450,12
99400,760,12
99500,393,12
99600,257,12
99700,293,12
99800,544,12
99900,631,12
100000,336,12
100,379,13
200,438,13
300,368,13
400,450,13
500,389,13
600,502,13
700,417,13
800,303,13
900,578,13
1000,392,13
1100,506,13
1200,609,13
1300,554,13
1400,578,13
1500,469,13
1600,455,13
1700,517,13
1800,493,13
1900,479,13
2000,397,13
2100,336,13
2200,509,13
2300,584,13
2400,381,13
2500,499,13
2600,423,13
2700,401,13
2800,463,13
2900,717,13
3000,472,13
3100,464,13
3200,537,13
3300,336,13
3400,482,13
3500,454,13
3600,393,13
3700,449,13
3800,571,13
3900,507,13
4000,443,13
4100,405,13
4200,513,13
4300,465,13
4400,417,13
4500,541,13
4600,373,13
4700,569,13
4800,448,13
4900,538,13
5000,559,13
5100,457,13
5200,421,13
5300,553,13
5400,489,13
5500,459,13
5600,501,13
5700,326,13
5800,523,13
5900,541,13
6000,637,13
6100,663,13
6200,550,13
6300,644,13
6400,507,13
6500,464,13
6600,497,13
6700,390,13
6800,568,13
6900,473,13
7000,565,13
7100,770,13
7200,486,13
7300,505,13
7400,548,13
7500,565,13
7600,868,13
7700,805,13
7800,504,13
7900,539,13
8000,377,13
8100,700,13
8200,977,13
8300,695,13
8400,668,13
8500,730,13
8600,606,13
8700,760,13
8800,607,13
8900,895,13
9000,623,13
9100,1366,13
9200,642,13
9300,925,13
9400,552,13
9500,1025,13
9600,466,13
9700,653,13
9800,917,13
9900,684,13
10000,967,13
10100,545,13
10200,501,13
10300,476,13
10400,814,13
10500,771,13
10600,420,13
10700,798,13
10800,679,13
10900,751,13
11000,658,13
11100,1222,13
11200,1084,13
11300,615,13
11400,670,13
11500,948,13
11600,341,13
11700,635,13
11800,943,13
11900,1229,13
12000,1110,13
12100,907,13
12200,1302,13
12300,643,13
12400,673,13
12500,492,13
12600,773,13
12700,487,13
12800,766,13
12900,641,13
13000,650,13
13100,585,13
13200,504,13
13300,859,13
13400,643,13
13500,927,13
13600,852,13
13700,186,13
13800,1048,13
13900,1091,13
14000,496,13
14100,717,13
14200,482,13
14300,800,13
14400,802,13
14500,737,13
14600,494,13
14700,490,13
14800,1066,13
14900,662,13
15000,586,13
15100,520,13
15200,1101,13
15300,681,13
15400,703,13
15500,398,13
15600,481,13
15700,417,13
15800,635,13
15900,500,13
16000,719,13
16100,656,13
16200,466,13
16300,648,13
16400,500,13
16500,706,13
16600,546,13
16700,681,13
16800,605,13
16900,537,13
17000,469,13
17100,503,13
17200,655,13
17300,617,13
17400,467,13
17500,646,13
17600,593,13
17700,252,13
17800,809,13
17900,450,13
18000,499,13
18100,458,13
18200,321,13
18300,460,13
18400,361,13
18500,314,13
18600,383,13
18700,367,13
18800,394,13
18900,633,13
19000,479,13
19100,506,13
19200,291,13
19300,614,13
19400,559,13
19500,658,13
19600,772,13
19700,487,13
19800,547,13
19900,361,13
20000,726,13
20100,905,13
20200,598,13
20300,511,13
20400,612,13
20500,450,13
20600,458,13
20700,684,13
20800,656,13
20900,555,13
21000,654,13
21100,468,13
21200,483,13
21300,504,13
21400,516,13
21500,466,13
21600,356,13
21700,572,13
21800,793,13
21900,587,13
22000,667,13
22100,787,13
22200,611,13
22300,537,13
22400,715,13
22500,616,13
22600,591,13
22700,729,13
22800,575,13
22900,552,13
23000,367,13
23100,494,13
23200,666,13
23300,305,13
23400,519,13
23500,334,13
23600,502,13
23700,565,13
23800,414,13
23900,371,13
24000,361,13
24100,475,13
24200,601,13
24300,697,13
24400,474,13
24500,476,13
24600,567,13
24700,463,13
24800,610,13
24900,596,13
25000,586,13
25100,658,13
25200,298,13
25300,386,13
25400,351,13
25500,547,13
25600,406,13
25700,637,13
25800,299,13
25900,784,13
26000,578,13
26100,569,13
26200,538,13
26300,604,13
26400,609,13
26500,324,13
26600,444,13
26700,667,13
26800,411,13
26900,643,13
27000,790,13
27100,451,13
27200,571,13
27300,370,13
27400,541,13
27500,533,13
27600,707,13
27700,568,13
27800,589,13
27900,573,13
28000,538,13
28100,688,13
28200,448,13
28300,382,13
28400,435,13
28500,8704,13
28600,480,13
28700,476,13
28800,453,13
28900,421,13
29000,489,13
29100,513,13
29200,372,13
29300,444,13
29400,445,13
29500,646,13
29600,488,13
29700,655,13
29800,433,13
29900,476,13
30000,625,13
30100,595,13
30200,498,13
30300,474,13
30400,509,13
30500,472,13
30600,229,13
30700,333,13
30800,425,13
30900,601,13
31000,624,13
31100,528,13
31200,525,13
31300,960,13
31400,581,13
31500,640,13
31600,551,13
31700,627,13
31800,604,13
31900,372,13
32000,524,13
32100,492,13
32200,609,13
32300,623,13
32400,562,13
32500,585,13
32600,1127,13
32700,641,13
32800,525,13
32900,1165,13
33000,466,13
33100,667,13
33200,351,13
33300,438,13
33400,519,13
33500,711,13
33600,543,13
33700,1289,13
33800,467,13
33900,498,13
34000,505,13
34100,710,13
34200,677,13
34300,442,13
34400,699,13
34500,497,13
34600,423,13
34700,373,13
34800,327,13
34900,555,13
35000,512,13
35100,1139,13
35200,566,13
35300,324,13
35400,307,13
35500,941,13
35600,490,13
35700,373,13
35800,310,13
35900,466,13
36000,326,13
36100,397,13
36200,545,13
36300,2184,13
36400,390,13
36500,370,13
36600,426,13
36700,265,13
36800,685,13
36900,725,13
37000,210,13
37100,434,13
37200,377,13
37300,397,13
37400,344,13
37500,370,13
37600,337,13
37700,348,13
37800,432,13
37900,422,13
38000,13138,13
38100,389,13
38200,567,13
38300,486,13
38400,8081,13
38500,291,13
38600,308,13
38700,690,13
38800,499,13
38900,391,13
39000,490,13
39100,371,13
39200,454,13
39300,477,13
39400,599,13
39500,495,13
39600,733,13
39700,552,13
39800,390,13
39900,420,13
40000,303,13
40100,315,13
40200,466,13
40300,431,13
40400,403,13
40500,486,13
40600,448,13
40700,392,13
40800,357,13
40900,442,13
41000,398,13
41100,528,13
41200,643,13
41300,662,13
41400,439,13
41500,342,13
41600,403,13
41700,535,13
41800,581,13
41900,504,13
42000,521,13
42100,496,13
42200,550,13
42300,479,13
42400,467,13
42500,872,13
42600,354,13
42700,479,13
42800,517,13
42900,508,13
43000,470,13
43100,509,13
43200,528,13
43300,502,13
43400,859,13
43500,357,13
43600,296,13
43700,403,13
43800,578,13
43900,485,13
44000,367,13
44100,397,13
44200,402,13
44300,487,13
44400,485,13
44500,549,13
44600,220,13
44700,473,13
44800,550,13
44900,608,13
45000,432,13
45100,290,13
45200,458,13
45300,665,13
45400,223,13
45500,610,13
45600,529,13
45700,577,13
45800,717,13
45900,557,13
46000,695,13
46100,639,13
46200,479,13
46300,515,13
46400,284,13
46500,434,13
46600,559,13
46700,642,13
46800,518,13
46900,343,13
47000,592,13
47100,507,13
47200,623,13
47300,413,13
47400,438,13
47500,341,13
47600,347,13
47700,607,13
47800,427,13
47900,336,13
48000,504,13
48100,532,13
48200,663,13
48300,499,13
48400,526,13
48500,353,13
48600,416,13
48700,437,13
48800,472,13
48900,410,13
49000,343,13
49100,387,13
49200,361,13
49300,323,13
49400,472,13
49500,514,13
49600,364,13
49700,333,13
49800,409,13
49900,496,13
50000,227,13
50100,478,13
50200,369,13
50300,480,13
50400,540,13
50500,572,13
50600,421,13
50700,461,13
50800,336,13
50900,362,13
51000,404,13
51100,419,13
51200,352,13
51300,290,13
51400,672,13
51500,599,13
51600,455,13
51700,341,13
51800,628,13
51900,441,13
52000,441,13
52100,386,13
52200,481,13
52300,119,13
52400,440,13
52500,632,13
52600,630,13
52700,337,13
52800,265,13
52900,492,13
53000,718,13
53100,474,13
53200,755,13
53300,692,13
53400,470,13
53500,406,13
53600,325,13
53700,462,13
53800,449,13
53900,596,13
54000,448,13
54100,497,13
54200,563,13
54300,440,13
54400,360,13
54500,274,13
54600,368,13
54700,462,13
54800,382,13
54900,243,13
55000,474,13
55100,437,13
55200,410,13
55300,442,13
55400,531,13
55500,302,13
55600,690,13
55700,354,13
55800,272,13
55900,842,13
56000,538,13
56100,869,13
56200,321,13
56300,364,13
56400,450,13
56500,735,13
56600,493,13
56700,474,13
56800,352,13
56900,641,13
57000,407,13
57100,261,13
57200,350,13
57300,402,13
57400,624,13
57500,386,13
57600,687,13
57700,543,13
57800,564,13
57900,459,13
58000,856,13
58100,13375,13
58200,321,13
58300,419,13
58400,319,13
58500,334,13
58600,1081,13
58700,406,13
58800,378,13
58900,347,13
59000,348,13
59100,568,13
59200,306,13
59300,837,13
59400,617,13
59500,332,13
59600,287,13
59700,859,13
59800,453,13
59900,277,13
60000,406,13
60100,432,13
60200,479,13
60300,245,13
60400,376,13
60500,388,13
60600,363,13
60700,423,13
60800,334,13
60900,362,13
61000,433,13
61100,318,13
61200,337,13
61300,646,13
61400,398,13
61500,515,13
61600,327,13
61700,714,13
61800,465,13
61900,711,13
62000,878,13
62100,536,13
62200,511,13
62300,425,13
62400,878,13
62500,513,13
62600,592,13
62700,758,13
62800,742,13
62900,754,13
63000,733,13
63100,499,13
63200,397,13
63300,312,13
63400,390,13
63500,430,13
63600,310,13
63700,393,13
63800,564,13
63900,279,13
64000,869,13
64100,974,13
64200,579,13
64300,377,13
64400,492,13
64500,356,13
64600,832,13
64700,377,13
64800,348,13
64900,559,13
65000,479,13
65100,279,13
65200,929,13
65300,358,13
65400,393,13
65500,952,13
65600,430,13
65700,411,13
65800,528,13
65900,437,13
66000,290,13
66100,491,13
66200,590,13
66300,342,13
66400,374,13
66500,318,13
66600,519,13
66700,385,13
66800,389,13
66900,847,13
67000,580,13
67100,882,13
67200,871,13
67300,406,13
67400,532,13
67500,403,13
67600,810,13
67700,276,13
67800,314,13
67900,585,13
68000,284,13
68100,319,13
68200,385,13
68300,440,13
68400,569,13
68500,660,13
68600,596,13
68700,713,13
68800,445,13
68900,391,13
69000,610,13
69100,367,13
69200,372,13
69300,230,13
69400,418,13
69500,176,13
69600,399,13
69700,337,13
69800,434,13
69900,330,13
70000,400,13
70100,300,13
70200,417,13
70300,389,13
70400,364,13
70500,337,13
70600,581,13
70700,338,13
70800,280,13
70900,2610,13
71000,264,13
71100,369,13
71200,302,13
71300,335,13
71400,334,13
71500,615,13
71600,337,13
71700,454,13
71800,405,13
71900,353,13
72000,696,13
72100,381,13
72200,324,13
72300,270,13
72400,354,13
72500,397,13
72600,577,13
72700,424,13
72800,434,13
72900,394,13
73000,382,13
73100,372,13
73200,312,13
73300,233,13
73400,417,13
73500,417,13
73600,318,13
73700,389,13
73800,552,13
73900,454,13
74000,448,13
74100,358,13
74200,497,13
74300,169,13
74400,466,13
74500,266,13
74600,231,13
74700,294,13
74800,546,13
74900,232,13
75000,295,13
75100,325,13
75200,445,13
75300,315,13
75400,267,13
75500,416,13
75600,480,13
75700,376,13
75800,359,13
75900,301,13
76000,378,13
76100,347,13
76200,425,13
76300,490,13
76400,423,13
76500,319,13
76600,434,13
76700,469,13
76800,598,13
76900,355,13
77000,324,13
77100,566,13
77200,492,13
77300,205,13
77400,388,13
77500,584,13
77600,426,13
77700,479,13
77800,630,13
77900,565,13
78000,457,13
78100,507,13
78200,616,13
78300,485,13
78400,607,13
78500,648,13
78600,362,13
78700,235,13
78800,459,13
78900,595,13
79000,230,13
79100,343,13
79200,671,13
79300,327,13
79400,461,13
79500,419,13
79600,377,13
79700,299,13
79800,402,13
79900,294,13
80000,198,13
80100,546,13
80200,431,13
80300,398,13
80400,569,13
80500,437,13
80600,217,13
80700,392,13
80800,675,13
80900,423,13
81000,502,13
81100,224,13
81200,599,13
81300,582,13
81400,550,13
81500,518,13
81600,395,13
81700,357,13
81800,425,13
81900,235,13
82000,332,13
82100,353,13
82200,371,13
82300,6475,13
82400,301,13
82500,309,13
82600,487,13
82700,303,13
82800,373,13
82900,555,13
83000,337,13
83100,328,13
83200,589,13
83300,558,13
83400,446,13
83500,390,13
83600,309,13
83700,425,13
83800,410,13
83900,339,13
84000,395,13
84100,488,13
84200,350,13
84300,307,13
84400,345,13
84500,388,13
84600,290,13
84700,353,13
84800,337,13
84900,412,13
85000,288,13
85100,429,13
85200,397,13
85300,595,13
85400,305,13
85500,238,13
85600,285,13
85700,172,13
85800,316,13
85900,509,13
86000,404,13
86100,632,13
86200,572,13
86300,521,13
86400,232,13
86500,505,13
86600,612,13
86700,621,13
86800,696,13
86900,417,13
87000,425,13
87100,358,13
87200,386,13
87300,342,13
87400,656,13
87500,314,13
87600,383,13
87700,514,13
87800,426,13
87900,393,13
88000,316,13
88100,228,13
88200,402,13
88300,642,13
88400,437,13
88500,216,13
88600,444,13
88700,885,13
88800,326,13
88900,647,13
89000,523,13
89100,601,13
89200,619,13
89300,632,13
89400,662,13
89500,304,13
89600,440,13
89700,310,13
89800,220,13
89900,595,13
90000,536,13
90100,430,13
90200,361,13
90300,480,13
90400,541,13
90500,364,13
90600,301,13
90700,433,13
90800,447,13
90900,556,13
91000,669,13
91100,483,13
91200,382,13
91300,349,13
91400,375,13
91500,442,13
91600,399,13
91700,507,13
91800,306,13
91900,554,13
92000,636,13
92100,381,13
92200,490,13
92300,251,13
92400,476,13
92500,825,13
92600,550,13
92700,309,13
92800,507,13
92900,191,13
93000,333,13
93100,226,13
93200,272,13
93300,382,13
93400,560,13
93500,619,13
93600,573,13
93700,336,13
93800,440,13
93900,337,13
94000,292,13
94100,420,13
94200,196,13
94300,358,13
94400,330,13
94500,687,13
94600,206,13
94700,416,13
94800,701,13
94900,367,13
95000,397,13
95100,487,13
95200,502,13
95300,780,13
95400,501,13
95500,385,13
95600,239,13
95700,326,13
95800,331,13
95900,468,13
96000,471,13
96100,487,13
96200,736,13
96300,314,13
96400,524,13
96500,291,13
96600,316,13
96700,319,13
96800,339,13
96900,415,13
97000,380,13
97100,826,13
97200,742,13
97300,717,13
97400,610,13
97500,349,13
97600,416,13
97700,587,13
97800,577,13
97900,319,13
98000,406,13
98100,424,13
98200,432,13
98300,584,13
98400,409,13
98500,447,13
98600,390,13
98700,616,13
98800,378,13
98900,500,13
99000,739,13
99100,724,13
99200,422,13
99300,502,13
99400,506,13
99500,287,13
99600,857,13
99700,575,13
99800,364,13
99900,335,13
100000,607,13
100,301,14
200,426,14
300,405,14
400,267,14
500,464,14
600,438,14
700,488,14
800,361,14
900,343,14
1000,497,14
1100,422,14
1200,736,14
1300,427,14
1400,559,14
1500,629,14
1600,641,14
1700,681,14
1800,617,14
1900,427,14
2000,700,14
2100,531,14
2200,535,14
2300,409,14
2400,480,14
2500,479,14
2600,476,14
2700,487,14
2800,576,14
2900,434,14
3000,470,14
3100,481,14
3200,436,14
3300,410,14
3400,329,14
3500,601,14
3600,394,14
3700,378,14
3800,776,14
3900,360,14
4000,466,14
4100,486,14
4200,332,14
4300,449,14
4400,443,14
4500,303,14
4600,489,14
4700,569,14
4800,318,14
4900,524,14
5000,438,14
5100,394,14
5200,335,14
5300,304,14
5400,378,14
5500,504,14
5600,373,14
5700,291,14
5800,549,14
5900,665,14
6000,838,14
6100,446,14
6200,383,14
6300,439,14
6400,646,14
6500,523,14
6600,391,14
6700,878,14
6800,407,14
6900,581,14
7000,326,14
7100,326,14
7200,563,14
7300,645,14
7400,370,14
7500,1101,14
7600,603,14
7700,645,14
7800,373,14
7900,701,14
8000,991,14
8100,817,14
8200,623,14
8300,1374,14
8400,612,14
8500,681,14
8600,904,14
8700,674,14
8800,617,14
8900,709,14
9000,711,14
9100,976,14
9200,509,14
9300,628,14
9400,423,14
9500,788,14
9600,789,14
9700,1205,14
9800,913,14
9900,619,14
10000,648,14
10100,707,14
10200,855,14
10300,491,14
10400,1079,14
10500,1154,14
10600,809,14
10700,934,14
10800,1077,14
10900,493,14
11000,977,14
11100,1065,14
11200,982,14
11300,1000,14
11400,675,14
11500,677,14
11600,782,14
11700,768,14
11800,883,14
11900,775,14
12000,742,14
12100,931,14
12200,743,14
12300,575,14
12400,1005,14
12500,811,14
12600,591,14
12700,535,14
12800,1395,14
12900,778,14
13000,834,14
13100,1263,14
13200,1030,14
13300,1210,14
13400,827,14
13500,892,14
13600,607,14
13700,707,14
13800,902,14
13900,727,14
14000,955,14
14100,471,14
14200,589,14
14300,799,14
14400,867,14
14500,671,14
14600,1271,14
14700,573,14
14800,722,14
14900,988,14
15000,564,14
15100,974,14
15200,1267,14
15300,515,14
15400,650,14
15500,234,14
15600,914,14
15700,546,14
15800,890,14
15900,624,14
16000,896,14
16100,728,14
16200,562,14
16300,1030,14
16400,597,14
16500,1212,14
16600,431,14
16700,611,14
16800,538,14
16900,734,14
17000,562,14
17100,774,14
17200,923,14
17300,807,14
17400,1164,14
17500,893,14
17600,654,14
17700,632,14
17800,660,14
17900,772,14
18000,893,14
18100,785,14
18200,872,14
18300,817,14
18400,585,14
18500,627,14
18600,570,14
18700,726,14
18800,954,14
18900,509,14
19000,515,14
19100,838,14
19200,975,14
19300,675,14
19400,703,14
19500,829,14
19600,588,14
19700,465,14
19800,568,14
19900,616,14
20000,403,14
20100,658,14
20200,674,14
20300,569,14
20400,632,14
20500,184,14
20600,836,14
20700,671,14
20800,752,14
20900,645,14
21000,696,14
21100,437,14
21200,484,14
21300,285,14
21400,523,14
21500,455,14
21600,576,14
21700,727,14
21800,667,14
21900,352,14
22000,738,14
22100,582,14
22200,265,14
22300,623,14
22400,516,14
22500,649,14
22600,588,14
22700,640,14
22800,530,14
22900,427,14
23000,710,14
23100,857,14
23200,728,14
23300,715,14
23400,953,14
23500,677,14
23600,476,14
23700,689,14
23800,651,14
23900,686,14
24000,319,14
24100,523,14
24200,391,14
24300,541,14
24400,678,14
24500,330,14
24600,743,14
24700,796,14
24800,616,14
24900,435,14
25000,480,14
25100,654,14
25200,1065,14
25300,589,14
25400,415,14
25500,512,14
25600,731,14
25700,657,14
25800,502,14
25900,318,14
26000,748,14
26100,684,14
26200,535,14
26300,1018,14
26400,774,14
26500,522,14
26600,796,14
26700,699,14
26800,546,14
26900,408,14
27000,593,14
27100,581,14
27200,961,14
27300,693,14
27400,652,14
27500,650,14
27600,614,14
27700,673,14
27800,648,14
27900,632,14
28000,502,14
28100,766,14
28200,686,14
28300,546,14
28400,704,14
28500,438,14
28600,324,14
28700,464,14
28800,489,14
28900,792,14
29000,603,14
29100,129,14
29200,387,14
29300,533,14
29400,576,14
29500,474,14
29600,434,14
29700,381,14
29800,551,14
29900,527,14
30000,429,14
30100,500,14
30200,465,14
30300,515,14
30400,341,14
30500,459,14
30600,434,14
30700,473,14
30800,430,14
30900,941,14
31000,342,14
31100,741,14
31200,597,14
31300,526,14
31400,367,14
31500,636,14
31600,511,14
31700,487,14
31800,148,14
31900,605,14
32000,638,14
32100,404,14
32200,492,14
32300,551,14
32400,782,14
32500,547,14
32600,586,14
32700,704,14
32800,1349,14
32900,453,14
33000,429,14
33100,691,14
33200,508,14
33300,435,14
33400,536,14
33500,759,14
33600,509,14
33700,706,14
33800,347,14
33900,19337,14
34000,531,14
34100,348,14
34200,636,14
34300,460,14
34400,700,14
34500,340,14
34600,458,14
34700,1475,14
34800,531,14
34900,512,14
35000,453,14
35100,476,14
35200,555,14
35300,385,14
35400,506,14
35500,622,14
35600,241,14
35700,282,14
35800,406,14
35900,312,14
36000,392,14
36100,411,14
36200,374,14
36300,835,14
36400,504,14
36500,9054,14
36600,718,14
36700,486,14
36800,382,14
36900,381,14
37000,556,14
37100,414,14
37200,475,14
37300,639,14
37400,492,14
37500,545,14
37600,404,14
37700,652,14
37800,544,14
37900,483,14
38000,471,14
38100,482,14
38200,888,14
38300,470,14
38400,481,14
38500,418,14
38600,439,14
38700,289,14
38800,930,14
38900,288,14
39000,278,14
39100,362,14
39200,534,14
39300,662,14
39400,421,14
39500,443,14
39600,326,14
39700,562,14
39800,507,14
39900,625,14
40000,501,14
40100,497,14
40200,353,14
40300,510,14
40400,505,14
40500,578,14
40600,520,14
40700,549,14
40800,603,14
40900,481,14
41000,566,14
41100,393,14
41200,545,14
41300,684,14
41400,501,14
41500,620,14
41600,610,14
41700,410,14
41800,426,14
41900,481,14
42000,555,14
42100,552,14
42200,588,14
42300,703,14
42400,545,14
42500,443,14
42600,656,14
42700,525,14
42800,422,14
42900,436,14
43000,274,14
43100,399,14
43200,366,14
43300,384,14
43400,332,14
43500,445,14
43600,438,14
43700,443,14
43800,263,14
43900,388,14
44000,284,14
44100,496,14
44200,506,14
44300,344,14
44400,557,14
44500,266,14
44600,669,14
44700,733,14
44800,325,14
44900,506,14
45000,340,14
45100,617,14
45200,414,14
45300,848,14
45400,2656,14
45500,240,14
45600,606,14
45700,849,14
45800,359,14
45900,385,14
46000,573,14
