n,c,s,trial
22000,355415,144727,8
23000,373133,136787,8
24000,386113,144518,8
25000,404639,162968,8
26000,426241,157930,8
27000,442644,180621,8
28000,453351,177640,8
29000,481429,171832,8
30000,513494,184845,8
31000,538322,176029,8
32000,521853,209262,8
33000,549984,215943,8
34000,578938,223901,8
35000,593916,235204,8
36000,665378,221835,8
37000,651341,212941,8
38000,645266,229920,8
39000,682362,247278,8
40000,760477,266182,8
41000,708894,254965,8
42000,716144,278162,8
43000,727665,265344,8
44000,779138,286955,8
45000,784606,317428,8
46000,772756,295362,8
47000,825141,326188,8
48000,815141,313342,8
49000,836137,296474,8
50000,864761,341537,8
1000,11205,4150,9
2000,23971,9413,9
3000,36851,14689,9
4000,55047,18380,9
5000,67126,25971,9
6000,85737,31902,9
7000,99124,33982,9
8000,113517,41538,9
9000,127380,49155,9
10000,148052,54380,9
11000,160732,58155,9
12000,186021,64548,9
13000,196941,70893,9
14000,211839,77740,9
15000,233936,91926,9
16000,244804,91635,9
17000,259617,97785,9
18000,278502,97434,9
19000,301019,105422,9
20000,304531,118255,9
21000,354468,113415,9
22000,345060,129003,9
23000,374429,141171,9
24000,380240,132656,9
25000,407757,146033,9
26000,426077,144014,9
27000,465180,154339,9
28000,486024,176840,9
29000,495297,188566,9
30000,498924,182917,9
31000,514213,180750,9
32000,617793,184130,9
33000,567900,214439,9
34000,592684,221616,9
35000,615832,216211,9
36000,599799,222371,9
37000,633948,224704,9
38000,658220,239554,9
39000,659592,237568,9
40000,705049,244528,9
41000,703553,260662,9
42000,744782,269896,9
43000,737978,277987,9
44000,807103,267046,9
45000,761321,273726,9
46000,843796,315212,9
47000,827022,301941,9
48000,841119,295588,9
49000,907249,312460,9
50000,897994,318382,9
1000,10880,4125,10
2000,24221,8740,10
3000,35976,13970,10
4000,49827,20449,10
5000,66223,23930,10
6000,79589,30951,10
7000,100947,34104,10
8000,111256,41429,10
9000,134207,46754,10
10000,143346,52595,10
11000,160108,61065,10
12000,181673,62589,10
13000,192486,74883,10
14000,228422,72751,10
15000,227476,88369,10
16000,247079,97224,10
17000,253729,91522,10
18000,320478,100124,10
19000,286704,108281,10
20000,319546,119838,10
21000,335235,118557,10
22000,344963,129445,10
23000,358987,137848,10
24000,386848,152060,10
25000,418112,153785,10
26000,431993,165471,10
27000,443024,172976,10
28000,454146,171932,10
29000,476574,176311,10
30000,512829,190782,10
31000,503847,185318,10
32000,533539,180866,10
33000,560471,202440,10
34000,570804,208100,10
35000,585507,216430,10
36000,682120,219738,10
37000,625524,235811,10
38000,647082,231071,10
39000,673591,245237,10
40000,699233,257636,10
41000,704605,261557,10
42000,742137,291099,10
43000,727966,269885,10
44000,767173,323252,10
45000,749688,284233,10
46000,789285,292928,10
47000,822446,285916,10
48000,836276,332752,10
49000,860835,300241,10
50000,880425,311557,10
