n,c,s,trial
29200,352620,102378,1
29300,355963,100033,1
29400,376470,108658,1
29500,343653,99385,1
29600,348086,102970,1
29700,357383,101126,1
29800,361770,104784,1
29900,345303,106707,1
30000,334366,102414,1
30100,354267,103427,1
30200,362560,104280,1
30300,373619,103352,1
30400,357262,102190,1
30500,371756,106526,1
30600,359935,104764,1
30700,371213,104672,1
30800,353299,104614,1
30900,362680,108182,1
31000,370503,104625,1
31100,435602,125217,1
31200,383445,113101,1
31300,377512,108950,1
31400,394766,118215,1
31500,383412,106515,1
31600,385062,108760,1
31700,406985,110052,1
31800,381697,105473,1
31900,366889,110288,1
32000,419805,114909,1
32100,367483,111892,1
32200,369502,112447,1
32300,361019,111125,1
32400,381690,112523,1
32500,384598,111988,1
32600,401697,118829,1
32700,395881,111514,1
32800,399265,121889,1
32900,415086,120773,1
33000,373282,112150,1
33100,423547,116668,1
33200,380146,116684,1
33300,378788,115926,1
33400,409717,120781,1
33500,406083,115722,1
33600,390037,114183,1
33700,415245,114025,1
33800,414863,116703,1
33900,388998,115689,1
34000,400839,117563,1
34100,406887,118110,1
34200,414492,115305,1
34300,399411,116374,1
34400,396189,115172,1
34500,414119,117074,1
34600,402309,118292,1
34700,386064,116439,1
34800,434935,119973,1
34900,401453,117503,1
35000,425805,122747,1
35100,425562,120514,1
35200,417984,118719,1
35300,402086,119305,1
35400,417488,119781,1
35500,407987,121957,1
35600,400302,122723,1
35700,435468,122374,1
35800,423671,122198,1
35900,435745,123316,1
36000,424522,119332,1
36100,422767,122935,1
36200,415166,121456,1
36300,409778,123175,1
36400,430577,121981,1
36500,427514,123821,1
36600,431563,126146,1
36700,409385,123628,1
36800,510570,150497,1
36900,441745,126604,1
37000,443243,126597,1
37100,446227,125605,1
37200,461223,130332,1
37300,443505,130423,1
37400,542310,158554,1
37500,439123,126810,1
37600,425525,128460,1
37700,452835,126247,1
37800,463136,136260,1
37900,440416,127177,1
38000,463366,131511,1
38100,437011,130770,1
38200,492862,136901,1
38300,457180,131966,1
38400,452244,131057,1
38500,482299,135328,1
38600,434005,129858,1
38700,553629,160804,1
38800,441331,131084,1
38900,465325,130744,1
39000,456478,131189,1
39100,546475,160111,1
39200,455563,133317,1
39300,490671,135287,1
39400,487865,135716,1
39500,450073,136538,1
39600,453733,138850,1
39700,496849,139243,1
39800,483194,135701,1
39900,499273,137155,1
40000,472614,138964,1
40100,483131,136290,1
40200,481658,137157,1
40300,467482,137369,1
40400,493285,137412,1
40500,488048,141060,1
40600,493389,139406,1
40700,500293,139861,1
40800,489673,142204,1
40900,473395,140742,1
41000,482361,142559,1
41100,464778,140755,1
41200,506169,141363,1
41300,477711,141843,1
41400,483981,140214,1
41500,499971,142961,1
41600,481401,142703,1
41700,483183,143830,1
41800,470667,142312,1
41900,489936,141265,1
42000,498533,147686,1
42100,495380,146691,1
42200,521695,145010,1
42300,525512,148072,1
42400,501187,145557,1
42500,534277,146622,1
42600,518586,150562,1
42700,494498,146957,1
42800,490087,148417,1
42900,529532,150483,1
43000,505379,147189,1
43100,517046,146408,1
43200,492639,147339,1
43300,503555,145376,1
43400,521205,146082,1
43500,534444,150571,1
43600,495905,148017,1
43700,522177,149165,1
43800,510684,151774,1
43900,510449,148991,1
44000,518880,150464,1
44100,509232,150197,1
44200,536122,150287,1
44300,487771,149850,1
44400,502376,151638,1
44500,504584,153250,1
44600,496280,151540,1
44700,533526,150698,1
44800,529425,153527,1
44900,522965,153194,1
45000,532520,154655,1
45100,515804,151795,1
45200,552795,154977,1
45300,529355,154148,1
45400,526644,156615,1
45500,522194,153685,1
45600,570368,158491,1
45700,543691,154383,1
45800,518466,153020,1
45900,508134,155760,1
46000,537971,155685,1
46100,559899,157298,1
46200,520761,155284,1
46300,525473,157527,1
46400,528099,155637,1
46500,546926,156266,1
46600,563580,157487,1
46700,562413,157699,1
46800,540471,161580,1
46900,555246,159773,1
47000,541657,159529,1
47100,551100,162887,1
47200,529529,160218,1
47300,600729,164056,1
47400,572477,163352,1
47500,577293,158941,1
47600,550268,166056,1
47700,546769,164492,1
47800,551455,168041,1
47900,527672,162014,1
48000,567915,163947,1
48100,568307,163602,1
48200,598134,167065,1
48300,591372,168015,1
48400,556803,162227,1
48500,569010,163339,1
48600,556879,166051,1
48700,563781,168303,1
48800,559575,164106,1
48900,555471,162638,1
49000,581148,166545,1
49100,568954,166209,1
49200,598855,166483,1
49300,571969,167552,1
49400,588079,172115,1
49500,569941,170137,1
49600,601196,166528,1
49700,583006,167545,1
49800,583438,170013,1
49900,573180,169992,1
50000,603168,174220,1
